브랜드,의류코드,리뷰,별점,작성일
모드나인,1219189,30 샀다가 28로 교환했는데도 허벅지 쪽이 많이 남네요 허리는 딱 맞는 걸 보면 이 바지랑 제 체형이 잘 안맞는 거,3,20.04.01
모드나인,1219189,디테일이 잘 안보이긴 하는데 핏만 보세요. 보시다시피 좀 넉넉한 핏입니다. 체형 보정 겸 삿는데 잘 맞긴하는데,3,21.05.07
모드나인,1219189,상당히두꺼움 진짜로,3,21.02.03
모드나인,2725611,솔직히 워싱도 그렇고 원단도 그리 좋은거같지는않음,3,23.07.12
모드나인,2725611,사진상으로는 청량해보여서 구매했는데 색상이 생각보다 연하고 워싱도 더 길게 들어간거 같아요,3,23.05.05
모드나인,2261213,키가 85라 왠만한 옷들은,3,22.01.04
모드나인,2261213,워싱,1,22.01.22
모드나인,2261213,한쪽 벨트고리가 버튼 옆에 딱 붙어있습니다.,1,22.10.20
모드나인,2261213,"후기 보면 워싱이굉장히 옅고, 파란색이 돋보이는 색감이었는데 생각보다 워싱이 엄청 많아 거의 돌청청바지",3,23.10.03
모드나인,2261213,바지 이쁘고 그런데 무릎발사가 너무 심하고 냄새가 안빠져요 그거말곤 좋은데 아쉽네요,3,23.06.03
모드나인,1391412,모드나인 데님 개체 차이 너무 심한거 같애요 러스티로즈 2번째 구매인데 완전 다른바지같아요,1,21.09.13
모드나인,1391412,여름에 못입어요 핵두껍고..허벅지 종아리 통은 겁나 큰데 허리는 너무 쨍겨요.허리가 28~29인데 너무 쪼여서,1,20.09.24
모드나인,1391412,"턴미온, 인페르노, 블래독까지 다 샀다가 이거만 빼고 반품했네요",3,23.12.07
모드나인,1391412,블프때 할인해서 샀습니다 두께감은 좀 있는편이고 기장도 좀 긴편이에요,3,23.06.24
모드나인,1391412,사이즈가 185/72 한테는 허리가 너무커요 잘생각하고 사세요,3,22.05.11
모드나인,1391412,일단 저는 보통 32~33을 입는데 32가 완전 꽉맞는거 같아요 작게 나온게 맞는거 같아요,3,20.10.20
모드나인,2107114,"모드나인은 원단, 워싱 잘나오는거 알겠는데, 패턴사를 바꾸든가 해야하지 않을까요? 일부러 그렇게 만드나요?",2,21.10.10
모드나인,2107114,무릎 발사 지립니다,2,23.12.18
모드나인,2107114,제가 늘 믿고 애용하는 모드나인입니다!! 품질 대비 너무 착한 가격... 좋은 제품 좋은 가격에 사용할 수 있게,3,23.12.23
모드나인,1988343,모드나인 바지 처음인데 진짜 너무 이쁩니다 잘 입을게요😌,3,22.01.07
모드나인,1988343,사이즈 잘맞고 편하고 좋은데,2,22.01.21
모드나인,1988343,삼풍이 쫀쫀하고 가격대비 굉장히 만족하며 입고있습니다,3,22.01.05
모드나인,1988343,다른 데님도 많이 입어봤는데 이염 이렇게 심각한건 처음이네요. 모드나인 바지 정말 많이 샀는데 이번에 실망이,2,21.12.10
모드나인,1988343,다른 브랜드 생지 데님에 비하면 이염이 너무 심합니다.,1,21.10.16
모드나인,1988343,바지 핏은 정말 마음에 드는데! 이염이 너무 심해서 아쉽습니다ㅠㅠ 신발이랑 양말이 파란색으로 물들어서,3,21.09.27
모드나인,1988343,허벅지에 비해 상대적으로 허리가 얇은 사람들은 바지 입기가 진짜 힘든데,3,22.02.20
모드나인,1988343,기장이 길어 접어입으려고하는데 살짝 긴게 이쯘거같아요,3,22.01.23
모드나인,1988343,본인 183/71 어제 몸무게 쟀습니다.,3,21.12.29
모드나인,1988343,모드나인 항상 핏이 이뻐서 구매를 했었는데,2,23.01.17
모드나인,1571666,구매 고민하시는 분들을 위해 솔직한 후기갑니다. 제가 입어본 청바지 중 최악의 청바지였습니다...,1,21.03.05
모드나인,1571666,바지는 생각보다 통이 컸지만 전체적인 핏은 만족스러운데 이염이 있고 바지에서 찌린내 같은게 계속나네요,3,22.06.29
모드나인,1571666,색은 아주아주 맘에듭니다 다만 엉덩이쪽이 이상해요,2,22.04.16
모드나인,1571666,재질이나 디자인은 괜찮은데 엉덩이 부분이 너무 붕 뜨는게있고 이염이 너무 심합니다..ㅠ,3,22.02.23
모드나인,1571666,음 괜찮긴 한거같은대오 좀 불편해요 빳빳해요오,2,21.11.10
모드나인,1571666,허리는 딱 맞는데 종아리 부분이 약간 여유가 남네요. 기장이 길어서 접어 입었는데도 무릎쪽에 바지가 울어서,3,20.10.17
모드나인,1571666,바지 이쁩니다. 잠깐 만졌는데 손에 물 드네요 이건 생지라 어쩔 수 없겠지요. 1/2에 주문했는데 1/8일에 배송,1,24.01.08
모드나인,1571666,핏도 적당하고 겨울 빼고는 두루두루 입을 수 있을거 같아요,3,22.12.10
모드나인,1571666,조금 더 크게 입으시는걸 추천드려요.제품 자체는 퀄리티 좋아요.,3,22.11.11
모드나인,1571666,"일자핏 생지바지 찾고있었는데, 잘산거같네요. 정사이즈 추천이요.",3,22.10.16
모드나인,1571666,너무이뻐서 두개삿는데 첫번째꺼는 사이즈실패,3,22.06.16
모드나인,1571666,"입다보면 괜찮아진다길래 입다보는중인데 입을수록 엉덩이가 점점 먹어지네요,,",2,22.04.16
모드나인,1571666,사이즈는 다좋은데 엉덩이가 좀 울어요 입다보면 괜찮겠거니 했는데.. 아직 나아지진않네요,3,22.04.01
모드나인,884789,뒤에가 너무 끼네요 밑위가 너무 짧은듯 싶습니다,3,20.03.22
모드나인,884789,색감이 정말 이쁩니다,3,19.03.29
모드나인,884789,30사이즈 만족합니다 색상이 모델 사진과 다른게 가장 큰 흠이지만 핏 재질은 역시 모드나인입니다,3,19.02.13
모드나인,884789,그냥 저냥 그냥 저냥 그래요 괜찮은거같아요 잘 입을게요,3,22.07.23
모드나인,884789,말그대로 레귤러스트레이트핏!,3,21.08.29
모드나인,884789,색감은 연청~중청정도되고 딱 스트레이트핏이네요.,3,21.07.24
모드나인,2381406,개체차이가 요즘들어 더 심해지는 것 같아요. 아무리 워싱 공정에 있어 어느정도 오차가 있는 것은 이해를 할 수,3,23.10.17
모드나인,2381406,초기불량 받음. 찍혀서 눌린듯한 세로줄이 음각처럼 파여있음. 사진상으로 불량부위가 보이는데 이상 유무 확인이,1,23.12.13
모드나인,2381406,우선 핏은 나쁘지않고 이쁜것깉은데 색감이 중청이아니라 그냥 연청임 개체차이래도 이건 좀..,3,23.07.05
모드나인,2381406,"퀄리티는 좋은데,, 이상하게 사타구니쪽?이 부한 느낌이에요 ㅠㅠ 모드나인 바지는 처음인데 원래 이런 핏인지,,,",3,24.02.28
모드나인,2381406,개체차이에 대한 대응이 너무 아쉽습니다..옷을 새로 받고 난 뒤는 너무 맘에 드네요..,3,23.10.17
모드나인,2381406,제가 살이 찐건지,3,23.01.06
모드나인,896886,고급스러운 느낌의 코팅진입니다만,2,22.01.08
모드나인,896886,앞으로 모드나인 모드4크롭핏은 못 사겠네요 너무 스키니 핏이네요,1,19.09.26
모드나인,896886,매우 실망스럽습니다.,1,18.12.31
모드나인,896886,기본 스타일의 블랙진으로 12oz 라 일반적인 청바지에 비해 조금 얇은 느낌입니다. 사이즈는 정사이즈 입니다.,3,22.11.16
모드나인,896886,그냥 무난한 블랙진임 봄 가을 겨울 용으로 입을 수 있을듯 하네요 그에 비해 너무 비쌈,3,20.05.28
모드나인,896886,168/60인데 와 쪼이네요. 뚱뚱한사람은 사이즈업하세요 저 허리 양손으로 잡히는데 단추 겨우잠갔어요.,3,20.02.27
모드나인,896886,어쩔 수 없는지 역시 먼지가 붙으면 좀 슬프네요 ㅠㅠ,3,19.11.20
모드나인,896886,170/72 허벅돼기준 31 샀는데 핏이 애매하게 맞는듯 안 맞는듯 합니다. 허벅지 아래쪽이 널널해서 걸을 때 옆으로,3,19.02.28
모드나인,2192777,개체 차이가 꽤나 큽니다.,3,23.01.16
모드나인,2192777,많은 분들이 인생 바지라고 하시길래 기대를 너무 많이해서 그런지..사실 객관적으로 왜 인생바지라고 하시는지 잘,3,22.09.17
모드나인,2192777,"사진이랑 색감 비슷합니다, 모드나인 기장은 항상 길어서 수선은 해야될듯",3,23.12.30
모드나인,1573219,일단 화면과 매우 달랐어요 후기들 보니까 케바케 인 것 같긴 한데… 제가 받은 청바지는 워싱이 안되었나 싶을,3,22.01.27
모드나인,1573219,사진과 색이 많이 다르네요..생각보다 엄청 푸르니까 잘생각하고 구매 하세요...,3,21.01.30
모드나인,1573219,처음 왔을때 색이 상세페이지랑 너무 달라서 진짜 당황했어요,2,22.09.19
모드나인,1573219,아 처음 받았을 때 화면과 너무 달라서 진짜 화났었는데요 한 3번정도 따뜻한 물에 빠니까 색이 이렇게 나왔어요,3,22.01.27
모드나인,1573219,"모드나인 바지가 밑위가 생각보다 짧아요, 그래도 일자로 떨어지는 핏이라 크게 이상하거나 그러지는 않네요",3,21.07.25
모드나인,1573219,색감이 아쉬워요ㅜ 한치수 작게 살걸 아쉽게 됐어요 약간 허리가 큰거 같아요,3,23.03.11
모드나인,1573219,너무커요 색상도 진블루감이고 두께는 보통임…,3,22.10.14
모드나인,1573219,모드나인 처음 바지 사봤는데 기장 핏 색감 다 애매했음 전반적으로 실망한 바지..,2,22.10.08
모드나인,1573219,제품 공식 사진 속 색과는 전혀 다르지만 편하고 핏이 괜찮아서 그냥 착용합니다. 사실 제품색은 사기당한,3,22.10.07
모드나인,1573214,허리랑 엉덩이가 작게나온건지 끼긴한데,3,21.03.26
모드나인,1796555,30사이즈가 없기도 하고 뱃살 이슈로 31사이즈로 갔는데 조금 크고 길어서 수선집에서 자르고 허벅지도 약간,3,23.05.09
모드나인,1796565,기장이생각보다짧아서그랬어요와이드만입다가 입으니어색해요,3,21.12.03
모드나인,1796565,"여러장의 블랙진이 있다면 핏을 위해 살만하지만, 그렇지 않다면 스판끼없고 두껍고 뭔가 오묘한색감인 요",3,22.01.12
모드나인,1796565,모드나인 너무 좋아해서 믿고 구매하는데 이번엔 좀 실망이네요.. 냄새도 나고 바지 주머니에 모래도 많아서,3,21.05.21
모드나인,1796565,다른 바지들에 비해 허리가 좀 꽉낍니다 다이어트 하고 입어야겠습니다,3,24.09.17
모드나인,1796565,기장 긴저전으로 나오묜 좋을거 같아료 재구매 할게요,3,23.11.14
모드나인,1796565,기장만 살짝길었으면 인생 창바지였을거 같아요,3,23.11.14
모드나인,2107112,모드나인 바지 다른색도 다 사야겠네요 이쁩니다,3,24.06.26
모드나인,2107112,청바지 냄새 엄청심하네요,3,23.08.23
모드나인,2107112,생각한 핏과 질감이 아니여서 아쉬워요 저랑은 안맞는것 같은데 환불 기간이 지나 구매합니다 ㅠ,3,22.09.13
모드나인,2107112,이뻐요 중청보다는 완전 연청입니다 강추합니다,3,24.06.26
모드나인,1796549,얇음 그렇게 어둡지 않음,1,23.03.10
모드나인,1796549,제품 좋습니다.,3,22.12.26
모드나인,1796549,이쁘긴하지만 기장이 너무 길어서 수선하면 될거 같아요,3,24.08.29
모드나인,1796549,입자마자 작음을 느꼈지만 그래도 바지 자체는 예쁩니더,3,24.03.15
모드나인,1982025,밑단으로 갈수록 많이 넓어져서 핏이 많이 커보이는 것 같습니다.,3,21.08.11
모드나인,2952100,"워싱이 거의 없다시피 와서 교환신청 했습니다. 제가 1점으로 일반 후기 쓴 내용과 같이, 정상 워싱이라며 제가",1,23.03.04
모드나인,2952100,고급 워싱진의 특징이라면서 개체차이가 당연하다고 하는거는 소비자 입장에서 책임을 회피하는거로만,1,23.03.10
모드나인,2952100,개체차이 심합니다 진짜 운 안좋으면 교환 몇번해도 그대로 입니다..,1,23.02.24
모드나인,2952100,"저는 개체차이가 너무 극명하다고 생각해서 교환요청했는데, 워싱불량 아니야~ 맘에 안들면 교환 말고 환불해~",1,23.02.08
모드나인,2952100,사실 때 다른 모드나인 제품보다 한 사이즈 ㅎ,3,23.07.24
모드나인,2851916,목요일날 시켰는데 월요일날 왔네요.. 배송이 너무 느려서 아쉬웠고 제품에서 무슨 홀아버지냄새가 너무 심해요,3,24.07.10
모드나인,2851916,와이드 일자핏 기대했는데 엉덩이는 크고 밑단으로 갈수록 통이 좁아져서 제가 원하던 핏은 아니었습니다ㅠ,3,24.04.14
모드나인,2851916,연청까지는 아니지만 생각보다 밝아요! 여름에 흰티랑 입으면 이쁠 것 같네요,3,24.03.09
모드나인,2320471,(사진필독) 실망스럽다. 이걸 개체차이로 봐야하나? 의문이든다.,2,22.05.31
모드나인,2320471,생각보다 파랑파랑해서 살짝 실망했고 사이즈가 사이즈표와 많이 다르네요..,3,22.02.22
모드나인,2320471,지퍼가 너무 부드러워서 놀랐습니다. 워싱이 랜덤인 부분과 실제 색감은 사진이랑 다르게 그냥 퍼런색인 것과,3,22.03.25
모드나인,2320471,개체차이?,3,22.05.31
모드나인,2320471,개체차이가 진짜 너무심합니다 교환을 몇번하고 반품을 몇번해야 하는거같아요 ㅎ,3,22.05.07
모드나인,2320471,생각보단 색감이나 디자인이 만족스럽진 않지만.. 그냥 가끔 입으렵니다.,3,22.09.15
모드나인,2320471,크랙상태 복불복이 심하고 생각보다 코디 범용성도 떨어지네요ㅠㅠ,3,22.07.06
모드나인,2320471,개체차이?? 이건 뭐 너무심함,3,22.05.31
모드나인,2320471,개체차이가 너무 심한거같아요. 진짜 아무 크랙이 없는거 올때도 있고,3,22.05.07
모드나인,2320471,생각보다 새파래서 놀랬지만 나쁘지 않습니다 워싱은 뽑기입니다,3,22.04.21
무신사스탠다드,2028327,옷이 너무 약해요 운전하다가 차에서 내리는데 그냥 찢어져 버리네요... 얼마나 당황했는지 몰라요,1,21.11.06
무신사스탠다드,2028327,기장이 맞으면 허리가 안맞고 허리가 맞으면 기장이 안맞네요 ㅠㅠ 크게사서 줄여 입어야 할듯,3,22.08.29
무신사스탠다드,2028327,옷 사이즈 좋은데 골반쪽이 살짝 커요 그리고 다리쪽에 뭔지는 모르겠는데 갈색 오염있네요 아쉬워요,3,22.05.10
무신사스탠다드,2028327,딱 적당한 질감의 청바지에요. 무난무난해서 좋습니다,3,23.01.19
무신사스탠다드,2028327,단추가 가운데로 와야하는거 아닌가요?,1,22.10.27
무신사스탠다드,2028327,전체적으로 무난무난,3,24.04.09
무신사스탠다드,2028327,허리가 큰편입니다,2,24.04.11
무신사스탠다드,2028327,이 제품과 동일한 무탠다드 제품과 사이즈가 다름 엉덩이와 허벅지가 보다 더 타이트함 이 바지는 비추드림,3,23.04.24
무신사스탠다드,2028327,통은 넓은데 허벅지 및 허리사이즈가 타이트해서,2,23.11.17
무신사스탠다드,2028327,정말 무신사 스텐다드한테 실망했습니다,2,23.06.02
무신사스탠다드,1666442,한번 빨았더니 색 너덜너덜하게 다 빠졌습니다 그냥 싸게사서 한번입고 버려야할옷,1,22.03.18
무신사스탠다드,1666442,바지 크기가 전에 샀던 크림진에 비해 너무커서 교환할려고 전화드렸더만 계속 이상한소리만 하시고 뭐 크림진,1,22.02.28
무신사스탠다드,1666442,색이 어어엄청 밝네요 거진 연청인데 사진에사는 중청차럼 나외서 아쉬워요..근데 그래도 이뻐서 만족중,3,23.01.16
무신사스탠다드,1666442,사이즈 괜찮네요 막입기좋고 잘입겟습니당,3,22.07.25
무신사스탠다드,1666442,생각보다 폭이 크네요,3,22.03.10
무신사스탠다드,1666442,사진보다 훨씬 밝습니다 거의 연청에 가깝습니다,3,23.05.26
무신사스탠다드,2028326,사이즈 고민하다 평소 입는사이즈보다 1사이즈 크게 33으로 주문했는데 받아서 입자마자 너무 작더라구요.,3,23.10.16
무신사스탠다드,2028326,허리가 너무 커서 입을수가 없어요 입으면 바로 내려가네요,3,23.04.27
무신사스탠다드,2028326,미디엄 인디고 색상 같은 사이즈(30) 가지고 있는데 동 사이즈인데도 확연히 작아요. 기장도 허리도,3,22.10.16
무신사스탠다드,2028326,생각보다 재질이 부드럽고 상의에 뭘 입어도 어울릴만한 바지 인거 같습니다,3,22.10.13
무신사스탠다드,2028326,완전 흰색이.아니더라구요 약간 베이지색이 있으니 주의해서 살것,3,22.09.05
무신사스탠다드,2028326,신축성이 있는게 나을 것 같아요 핏이 애매해요 길이도 짧아요,2,24.03.03
무신사스탠다드,1322221,사자마자 첫 날 입었는데 쪼그려 앉다가 바로 찢어젺어오ㅋㅋ개싸구려 바지 그낭 딱 돈 값 하는 바지에욬ㅋㅋ돈이,1,22.07.09
무신사스탠다드,1322221,사이즈나 핏감은 너무 좋은데 내구성 정말...,1,22.03.10
무신사스탠다드,1322221,"색감도 좋고 핏도 딱 좋아서 잘 입었는데, 찢어졌습니다. 내구도 문제거 있는지... 청바지를 입든 면바지를 입든",3,22.05.21
무신사스탠다드,1322221,바지가 너무 편하고 색도 마음에 드네요 역시 무탠다드..,3,21.10.24
무신사스탠다드,1322221,일단은 색깔이랑 재질은 만족스럽고 좋습니다.,3,23.03.31
무신사스탠다드,1322221,청바지 없어서 하나 샀는데 색이 사진에 조금더 밝은느낌이에요 살짝 연중청느낌? 코디하는데 어려움 없을,3,22.10.28
무신사스탠다드,1322221,아주 저렴한 가격에 잘 산거같아요 마음에 듭니다,3,22.06.29
무신사스탠다드,1322221,새옷이라 조금타이트하지만 제 하제가 상대적으로.두꺼워서 그런것 같아요. 핏도 이쁜데 다만 허리에 무신사 탭이,3,22.03.25
무신사스탠다드,1322221,두께감이 있어 겨울에도 입기 괜찮음,3,22.01.01
무신사스탠다드,2028329,보통 30사이즈 입는데 좀 작다고 한치수 업 하는게 좋다고 해서 31사이즈 구매 했다가 힙이 너무나도 작아서,3,23.04.25
무신사스탠다드,2028329,작은 사이즈인도 기장이 좀 길어서 수선 필요. 옷이 전체적으로 허리/엉덩이 부분이 좀 작음,2,22.07.31
무신사스탠다드,2028329,청바지도 똑같은 34인데 같은 핏에 얘는 왜 작죠.? 이해 안됩니다 1-2업 하세요. 여러분.,3,23.01.17
무신사스탠다드,2028329,두께감은 사계절용,3,23.01.02
무신사스탠다드,2028329,나중에 알았는데 바지 옆면 봉제 2센티가량이 터져서옴,1,21.11.02
무신사스탠다드,2028329,좀 다른 옷에 비해 작게 나온 거 같아요 허리가,3,22.12.02
무신사스탠다드,2028329,같은 바지 크림색은 맞았는데 이건 작네요.. 그게문젠지 이게문젠지 사이즈 실측은 같게 나오는데 안맞네요;,1,22.10.20
무신사스탠다드,2028329,평소 34 사이즈 임고 허리둘레 45cm인데 허리가 믾이 작아요.,2,24.04.07
무신사스탠다드,2028329,"아니 똑같은 바지 색깔만 다른거 3벌 있기도 하고, 실측도 똑같아서 그냥 원래 입던 사이즈 로 이 색깔 사서 택 바로",2,24.02.15
무신사스탠다드,2028329,31>32>33 으로 교환함.,3,24.02.03
무신사스탠다드,2028329,입어봤는데 무탠다드라서 그런지 마감이 너무 안좋네요. 스판은 아예 없어서 여름에는 못입을거 같아요 재질도,1,23.08.02
무신사스탠다드,1322219,가성비로 샀는데 사이즈가 좀 크고 두껍습니다 잘 생각해보고 구매하세요,3,22.08.29
무신사스탠다드,1322219,이런 오버핏이나 펑퍼짐한 바지류를 처음 도전한다는 마인드로 사봤는데 처음이라그런지 어지럽네요.. 아직,3,22.02.08
무신사스탠다드,1322219,생각보다 많이 크네요 길이 수선은 필수일 것 같습니다.,3,20.10.10
무신사스탠다드,1322219,엄청 커서 별로 안입을듯,2,22.03.28
무신사스탠다드,1322219,그냥 무난한 레귤러핏인 것 같아요! 롤업하면 예쁘진 않고 그냥 기장 수선해서 신발 덮을정도 입으시면 예쁠거에요,3,22.02.26
무신사스탠다드,1322219,바지 편하고 좋아요 근데 제가 생각했던 것 보다,3,21.12.12
무신사스탠다드,1322219,밑위는 짧고 허벅지는 크고 기장은 길고 몸에 맞추기 힘드네요,1,24.01.09
무신사스탠다드,1322219,밑위는 짧고 통은 겁나크고 기장도 겁나깁니다. 몸에 맞추기 힘드네요,1,24.01.09
무신사스탠다드,1321881,바지가 너무 좋아요 원단도 좋고 무신사 대박나세요,3,21.04.22
무신사스탠다드,1321881,하체가 두꺼우신 분들은 사이즈를 1-2업해서 입어야될꺼같네옄,3,21.09.16
무신사스탠다드,1321881,사이즈택까지 염색 해버리기 실망입니다 무신사제품,1,22.02.24
무신사스탠다드,1321881,기존 입던 바지랑 사이즈 맞춰서 샀는데 허리가 많이 크네요.. 일단 허벅지 에는 맞아서 조금 애매합니다 ㅠㅠ 벨트,3,21.06.24
무신사스탠다드,1321881,2023년 12월 27일에 구매했으나,1,24.01.20
무신사스탠다드,1321881,엉덩이랑 허벅지는 타이트한데 허리가 커서 벨트를 꼭 해야 되고 그동안 편한 바지만 입어서 그런지 밑위 길이가,3,22.06.29
무신사스탠다드,1321881,허벅지 좀 있으신 분들은 낄거 같네여 종아리랑 기장은 맞는데..,3,21.09.24
무신사스탠다드,1321881,상품이미지랑 약간 다르네요;;,3,21.03.01
무신사스탠다드,1321881,"너무 작네요. 유니클로 기준 29를 입으면 바지 통이나 길이감이 딱 맞아서 나름 스탠다드 기준으로 샀는데,",1,23.02.15
무신사스탠다드,1321881,한번 입고 축 늘어집니다. 핏트감 없이 이렇게 질이 않좋은 바지도 참 오랜만이에요. 두번 장도 입었는데 다시 입기,2,22.01.16
무신사스탠다드,1322222,레귤러 핏이라 활동도 편안하고 좋네요. 다만 허리라인이 통자라 라인은 제대로 만들어지지 않은 것 같아요.,3,23.05.17
무신사스탠다드,1322222,무탠다드는 그냥 가성비로 입는게...딱히 추천안합니다,3,23.03.26
무신사스탠다드,1322222,무탠다드 첫 바지 구매인데 레귤러핏 만족스럽습니다. 제가 밑단이 긴 바지는 좀 선호하지않아 접어서 입어야 할,3,21.11.13
무신사스탠다드,1322222,데일리로 입기 좋아요. 가격 저렴한편이에요.,1,20.11.30
무신사스탠다드,1322222,기장이 102cm 밖에 안되서 3번 교환 함. 기장 검수 후 보내달라니까 뷸가능하다고 해서 104cm로 타협함.,3,23.02.24
무신사스탠다드,1666443,허벅지부터 일자로 완전 와이드해서 살짝 부드러워요. 엉덩이랑 허벅지부터 다리 전체가 얇은 편이라 허벅지,3,22.02.25
무신사스탠다드,1666443,입었을때 허리가 조금 많이 땡기고 핏은 나쁘지않아요,3,22.01.28
무신사스탠다드,1321880,하체가 있어서 한 사이즈 업 했습니다. 소재는 얇고 무난하게 입기 좋은것 같아요,3,20.11.10
무신사스탠다드,1321880,허리는 역시 잘맞아요,3,21.11.25
무신사스탠다드,1321880,전투용 데님 구매하고 보니 예전에 버린 쓰레.기였음..,1,21.03.11
무신사스탠다드,1321880,생각보다 많이 슬림하네요 잘알아 보시고 구매하세요,3,21.10.17
무신사스탠다드,1321880,사이즈가 생각보다 많이 작음 다른바지 28입어서 이것도 28했더니 넘나작아서 교환,3,21.02.23
무신사스탠다드,1321880,옷 자체는 예쁜데 작아서 사이즈 크게 사시는거 추천합니다,3,22.12.07
무신사스탠다드,1321880,허벅지랑 전체적으로 꽉 끼고 타이트합니다.,3,22.11.12
무신사스탠다드,1321880,일단 슬림 핏이라 허벅지 종아리가 딱 달라붙긴한데 잘 늘어나는 소재라 한번 입어볼까합니다,3,22.02.11
무신사스탠다드,1321880,"평소 30~32 치수 입는데, 이 제품은 제 기준 다른 32사이즈에 비해 허벅지가 타이트 한데 불편하긴 하지만",3,22.02.02
무신사스탠다드,1321880,제가 느끼기엔 핏이 좀 어정쩡한거같아요,3,21.12.31
무신사스탠다드,1321880,바지택만보고 36인줄알고 구매확정눌러버려서 이도저도못하지만 택은36인데,2,21.12.22
무신사스탠다드,1321880,좋아유 스판기도 잇고 좋아요 다음에도 구입예정 큰옷도 부탁드려요,3,21.04.26
무신사스탠다드,1321880,너무 스키니처럼 사이즈가 나와서 살짝 불편한감은있어요,3,21.02.27
무신사스탠다드,1321880,사이즈 엄청 작게나옴 다리긴 사람들은 이바지 사지마세여 32샀다가 다 작아서 34 샀는데 총장 허벅지 종아리,3,20.11.26
무신사스탠다드,1321880,무릎이 고무줄처럼 잘 늘어나서 두어번 입고 손이 안 가네요... 구석행,3,20.04.21
무신사스탠다드,1666444,레귤러 핏보다 많이 큰 느낌 나요,3,21.10.28
무신사스탠다드,1666444,생각보다 겁나 길어요. 물론 세탁하고 건조기 돌리면 좀 줄어드는 거 생각해서 좀 크게 산거임요.,3,23.03.19
무신사스탠다드,1666444,생각보다커서 놀랐어요 와이드 이쁘게 잘나온것 같아야ㅡ,3,21.10.23
무신사스탠다드,1666444,무신사껀 항상 허리나 엉덩이 대비 바지통이 다른 수많은 브랜드들보다 넓어서 그게 좀 불만이에요.,3,24.05.16
무신사스탠다드,1666444,다 좋은데 진짜 스판끼가 하나도 없어서 좀 불편해요 특히 앉아있을때요 그래도 이뻐요,3,24.05.08
무신사스탠다드,1666444,편하고 예쁘고 좋아요 자주입어요 잘샀다 하하핳ㅎ,3,23.11.27
무신사스탠다드,1357812,사이즈랑 디자인이랑 다 마음에 들어요 가성비 굿,3,22.05.21
무신사스탠다드,1357812,블랙이랑 동사이즈인데 사이즈가 달라요ㅠㅠ 이건 여러군데 수선 해야 될 거 같아요..,2,21.06.17
무신사스탠다드,1357812,스판끼,3,22.06.08
무신사스탠다드,1357812,슬림핏이라고 해서 발목 밑단부분이 얇은 줄 알았는데 아니라서 약간 실망스러운데 전체적인 색감이 예쁘고,3,22.05.13
무신사스탠다드,1357812,여름철에 입어도 시원하고 얇고 쫀쫀하네요,3,23.08.28
무신사스탠다드,1357812,생각보다색밝은데 바지는얇아서 시원하게입을수 있을것 같아요,3,22.05.09
