브랜드,의류코드,리뷰,별점,작성일
페이탈리즘,1159065,인디고 색상이랑 스트레이트 핏 처음 구매해 보는데 너무 핏이 딱 맞네요.,5,24.09.21
페이탈리즘,1159065,핏이랑 색감이랑 너무 좋고 기장빼고 사이즈도 딱 맞아서 편합니다. 롤업해서 입으니 이쁩니다. 대신 물이 좀<br>빠져요 참고하세요.,5,24.09.19
페이탈리즘,1159065,가성비 좋은 거 같아요! 생지데님은 처음인데 괜찮은 퀄리티라고 생각해요,5,24.09.11
페이탈리즘,1159065,"사이즈 넉넉하고, 편안한 착용감이 좋네요. 평소 페이탈리즘 제품을 좋아하는데, 사이즈가 2단위로 나뉘는 점<br>제외하고는 다 좋습니다.",5,24.09.11
페이탈리즘,1159065,일단 너무 편해서 좋아요<br>손이 자주갑니다 데일리로도 핏이좋습니다,5,24.09.08
페이탈리즘,1159065,기장도 맘에 들고 색상도 맘에 드네요. 아주 만족입니다.,5,24.09.04
페이탈리즘,1159065,가성비 좋은 거 같아요! 생지데님은 처음인데 괜찮은 퀄리티라고 생각해요,5,24.09.11
페이탈리즘,1159065,"사이즈 넉넉하고, 편안한 착용감이 좋네요. 평소 페이탈리즘 제품을 좋아하는데, 사이즈가 2단위로 나뉘는 점<br>제외하고는 다 좋습니다.",5,24.09.11
페이탈리즘,1159065,일단 너무 편해서 좋아요<br>손이 자주갑니다 데일리로도 핏이좋습니다,5,24.09.08
페이탈리즘,1159065,기장도 맘에 들고 색상도 맘에 드네요. 아주 만족입니다.,5,24.09.04
페이탈리즘,1159065,늘입는 필수템이에요. 세탁대신 재구매를 한답니다.,5,24.09.03
페이탈리즘,1159065,-8센치 했는데 길이 딱입니다 좋아요 색상도 이쁩니다!,5,24.08.31
페이탈리즘,1159065,실물 깡패입니다. 정말 너무너무 예뻐요ㅠㅠ 기장 줄인 버전은 깔끔하게 레귤러핏으로 입을 수 있습니다!,5,24.08.27
페이탈리즘,1159065,옷은 참 이쁘고 핏도 좋게 잘입었어요. 하지만 어머니께서 세탁기를 돌리셨더군요. 그뒤로 옷이 너무 줄어버려서...<br>산지 삼일만에 한 번입고 보냈습니다.. 옷 핏도 좋고 이뻣는데...,5,24.08.19
페이탈리즘,1159065,사이즈 맞아요<br>자주자주 입고 다녀요 합리적입니다,5,24.08.18
페이탈리즘,1159065,너무 슬림할까봐 한 사이즈 크게 샀는데 정사이즈로 살 걸 그랬나봐용..<br>그래도 이쁘게 잘 입고 있어요!,5,24.08.10
페이탈리즘,1159065,배송 빠르고 적당히 여유있는 핏감에 스타일링하기 좋아요,5,24.08.08
페이탈리즘,1159065,배송 빠르고 적당히 여유있는 핏감에 스타일링하기 좋아요,5,24.08.08
페이탈리즘,1159065,깔끔하니 마음에 들어요<br>자주 자주 입을거 같아요,5,24.07.31
페이탈리즘,1159065,5-6번째 구매했지만 원단도 좋고 막입기도 편하고 좋아요! 잘입을게요,5,24.07.23
페이탈리즘,1159065,일할때 입는 바지로 n번째 구매하는데 막입기도 좋고 외출할때 입어도 이쁘고 좋아요!,5,24.07.23
페이탈리즘,1159065,배송 빠르고 적당히 여유있는 핏감에 스타일링하기 좋아요,5,24.08.08
페이탈리즘,1159065,배송 빠르고 적당히 여유있는 핏감에 스타일링하기 좋아요,5,24.08.08
페이탈리즘,1159065,깔끔하니 마음에 들어요<br>자주 자주 입을거 같아요,5,24.07.31
페이탈리즘,1159065,5-6번째 구매했지만 원단도 좋고 막입기도 편하고 좋아요! 잘입을게요,5,24.07.23
페이탈리즘,1159065,일할때 입는 바지로 n번째 구매하는데 막입기도 좋고 외출할때 입어도 이쁘고 좋아요!,5,24.07.23
페이탈리즘,1159065,핏도 좋고 색감도 좋고 재질 좋고 너무 만족해요~<br>꼭 구매하시길 바래요~!!,5,24.07.17
페이탈리즘,1159065,살이쪄서 한사이즈 크게 시켰는데 역시 잘맞네요<br>이염은 심해서 처음 받자마자 따로 세탁시켜냐돼요 안그럼 대참사일어남,5,24.07.14
페이탈리즘,1159065,진짜 너무 이쁩니다! 저한테 살짝 타이트하긴한데 너무이뻐요,5,24.07.11
페이탈리즘,1159065,밑위가 길어서 갑갑한 느낌은 없고.<br>핏 좋고 이쁩니다....더보기,5,24.07.04
페이탈리즘,1159065,배송 빠르고 스타일과 품질이 좋아서 매우 만족합니다,5,24.06.30
페이탈리즘,1159065,"페이탈리즘에서 첫 구매입니다. 구매 전에 후기를 읽어봤는데..<br>생지가 별로라거나, 이염이 있다는 얘기가 있어서 살짝 걱정헸는데~너무 이쁩니다!!<br>아직 세탁 전이지만, 솔직히 이 가격에 이 정도 퀄리티면 이유불문하고 구매 각입니다~",5,24.06.30
페이탈리즘,1159065,핏 예쁘게 떨어져서 코디하니까 예쁘네요 감사합니다,5,24.06.30
페이탈리즘,1159065,아직 세탁 전이지만. 청바지 자체가 너무 이쁘네요. 옷이 살짝 빡빡해서 앉을 때 살짝 불편할 정도이지만..옷이<br>이뻐서 모든 걸 감수할만 합니다.,5,24.06.29
페이탈리즘,1159065,"믿고사는 페이탈리즘, 편하게 잘입고 있습니다.<br>그런데 무릎쪽이 좀 나오는 것 같아요.",5,24.06.24
페이탈리즘,1159065,핏 예쁘게 떨어져서 코디하니까 예쁘네요 감사합니다,5,24.06.30
페이탈리즘,1159065,아직 세탁 전이지만. 청바지 자체가 너무 이쁘네요. 옷이 살짝 빡빡해서 앉을 때 살짝 불편할 정도이지만..옷이<br>이뻐서 모든 걸 감수할만 합니다.,5,24.06.29
페이탈리즘,1159065,"믿고사는 페이탈리즘, 편하게 잘입고 있습니다.<br>그런데 무릎쪽이 좀 나오는 것 같아요.",5,24.06.24
페이탈리즘,1159065,진청 사고싶어서 샀는데 잘 산것 같습니다. 핏도 괜찮게 나오고 저는 만족합니다.,5,24.06.01
페이탈리즘,1159065,기본생지데님입니다. 근데 숏버전이랑 허리사이즈가 차이가있네요. 숏버전보다 허리가 널널합니다,5,24.05.28
페이탈리즘,1159065,기본생지데님입니다. 근데 숏버전이랑 허리사이즈가 차이가있네요. 숏버전보다 허리가 널널합니다,5,24.05.28
페이탈리즘,1159065,사이즈랑 제가 좋아하는 핏 찾기가 어려웠는데 이건 잘 입었습니다,5,24.05.23
페이탈리즘,1159065,편하게 막 입을수 있을것 같아요~ 색감도 넘 맘에 들어요~,5,24.05.22
페이탈리즘,1159065,편하게 막 입을수 있을것 같아요~ 색감도 넘 맘에 들어요~,5,24.05.22
페이탈리즘,1159065,세일하고 쿠폰까지 써서 싸게 잘 구매했습니다 추천이요.,5,24.05.19
페이탈리즘,1159065,예전에 컷팅버전 잘 입어서 구매했습니다~저렴한 가격으로 잘 산거같아요,5,24.05.18
페이탈리즘,1159065,예전에 컷팅버전 잘 입어서 구매했습니다~저렴한 가격으로 잘 산거같아요,5,24.05.18
페이탈리즘,1159065,예전에 컷팅버전 잘 입어서 구매했습니다~저렴한 가격으로 잘 산거같아요,5,24.05.18
페이탈리즘,1159065,세일하고 쿠폰까지 써서 싸게 잘 구매했습니다 추천이요.,5,24.05.19
페이탈리즘,1159065,예전에 컷팅버전 잘 입어서 구매했습니다~저렴한 가격으로 잘 산거같아요,5,24.05.18
페이탈리즘,1159065,예전에 컷팅버전 잘 입어서 구매했습니다~저렴한 가격으로 잘 산거같아요,5,24.05.18
페이탈리즘,1159065,예전에 컷팅버전 잘 입어서 구매했습니다~저렴한 가격으로 잘 산거같아요,5,24.05.18
페이탈리즘,1159065,스파브랜드 퀄리티랑은 확실히 다르네요. 엄청 잘 만들었습니다. 감사합니다~~,5,24.05.14
페이탈리즘,1159065,"박음질 상태, 재질 진짜 좋습니다. 아주 만족합니다!",5,24.05.14
페이탈리즘,1159065,퀄리티가 진짜 좋습니다. 좋은 옷 만들어주셔서 감사합니다. 해질때까지 입으려구요~ 완전 만족해요,5,24.05.14
페이탈리즘,1159065,배송도 빠르고 재질도 좋고 너무 만족하는 상품이 왔네요.,5,24.05.12
페이탈리즘,1159065,배송도 빠르고 재질도 좋고 너무 만족하는 상품이 왔네요.,5,24.05.12
페이탈리즘,1159065,리뷰보고 타이트한줄 알았는데 전혀 안그렇습니다,5,24.05.09
페이탈리즘,1159065,리뷰보고 타이트한줄 알았는데 전혀 안그렇습니다,5,24.05.09
페이탈리즘,1159065,저렴한가격에 이정도 퀄리티라니 완전 만족합니다!👍,5,24.05.06
페이탈리즘,1159065,바지가 너무 맘에들어서 재구매 했습니다<br>핏과 색감이 예뻐요,5,24.05.01
페이탈리즘,1159065,흠 옷은 괜찮으나 제 체형 문제 같슴다 궁댕짝이 좀 커서 ㅠ,5,24.04.29
페이탈리즘,1159065,리뷰보고 타이트한줄 알았는데 전혀 안그렇습니다,5,24.05.09
페이탈리즘,1159065,리뷰보고 타이트한줄 알았는데 전혀 안그렇습니다,5,24.05.09
페이탈리즘,1159065,저렴한가격에 이정도 퀄리티라니 완전 만족합니다!👍,5,24.05.06
페이탈리즘,1159065,바지가 너무 맘에들어서 재구매 했습니다<br>핏과 색감이 예뻐요,5,24.05.01
페이탈리즘,1159065,흠 옷은 괜찮으나 제 체형 문제 같슴다 궁댕짝이 좀 커서 ㅠ,5,24.04.29
페이탈리즘,1159065,디자인 핏 색감 모두 만족스러워요 인생바지입니다,5,24.04.26
페이탈리즘,1159065,재질 좋고 디자인 마음에 듭니다 괜찮은거 같아여,5,24.04.24
페이탈리즘,1159065,페이탈리즘 청바지입니다. 말해 뭐하겠습니까. 굿굿,5,24.04.19
페이탈리즘,1159065,핏이 아주 예쁩니다 색도 선명하고 길이도 적당해요,5,24.04.19
페이탈리즘,1159065,핏이 정말 예쁜것 같아요 길이도 적당히 좋습니다,5,24.04.19
페이탈리즘,1159065,전체적으로 만족합니다 다만 밑위가 좀긴느낌이네요 흰운동화에 이염도 좀되구요,5,24.04.18
페이탈리즘,1159065,전체적으로 만족합니다 다만 밑위가 좀긴느낌이네요 흰운동화에 이염도 좀되구요,5,24.04.18
페이탈리즘,1159065,무난하게 입기 좋은거같아요. 사이즈는 조금 애매하게 작은 느낌 있네요ㅜ,5,24.04.18
페이탈리즘,1159065,무난하게 입기 좋은거같아요. 사이즈는 조금 애매하게 작은 느낌 있네요ㅜ,5,24.04.18
페이탈리즘,1159065,딱 찾던 색상과 핏이네요. 이뻐서 잘 입고 다닐 것 같습니다,5,24.04.14
페이탈리즘,1159065,전체적으로 만족합니다 다만 밑위가 좀긴느낌이네요 흰운동화에 이염도 좀되구요,5,24.04.18
페이탈리즘,1159065,무난하게 입기 좋은거같아요. 사이즈는 조금 애매하게 작은 느낌 있네요ㅜ,5,24.04.18
페이탈리즘,1159065,무난하게 입기 좋은거같아요. 사이즈는 조금 애매하게 작은 느낌 있네요ㅜ,5,24.04.18
페이탈리즘,1159065,딱 찾던 색상과 핏이네요. 이뻐서 잘 입고 다닐 것 같습니다,5,24.04.14
페이탈리즘,1159065,딱 찾던 색상과 핏이네요. 이뻐서 잘 입고 다닐 것 같습니다.<br>,5,24.04.14
페이탈리즘,1159065,딱 찾던 색상과 핏이네요. 이뻐서 잘 입고 다닐 것 같습니다.,5,24.04.13
페이탈리즘,1159065,옷통이 생각보다 커서 좀 줄여 입었어요 그래도 이뻐요,5,24.04.10
페이탈리즘,1159065,너무 예뻐요 잘 입을게욤 ㅎㅎ 핏도 잘 떨어지고 가성비 좋네여,5,24.04.09
페이탈리즘,1159065,홈페이지 사진이랑 똑같아요 편안하고 좋네요 추천.,5,24.04.09
페이탈리즘,1159065,처음에 한번 세탁하고 입는거 추천합니다<br>롤업해서 입으면 핏이 좋아요,5,24.04.08
페이탈리즘,1159065,적당한 사이즈라 편합니다 그러나 장시간 착용시 무릎발사는 어쩔수가 없네요,5,24.04.06
페이탈리즘,1159065,적당한 사이즈라 편합니다 그러나 장시간 착용시 무릎발사는 어쩔수가 없네요,5,24.04.06
페이탈리즘,1159065,적당한 사이즈라 편합니다 그러나 장시간 착용시 무릎발사는 어쩔수가 없네요,5,24.04.06
페이탈리즘,1159065,두번째 구매 입니다 생쥐는 이 바지가 최고네요 늘어나지도 않고,5,24.04.04
페이탈리즘,1159065,적당한 사이즈라 편합니다 그러나 장시간 착용시 무릎발사는 어쩔수가 없네요,5,24.04.06
페이탈리즘,1159065,적당한 사이즈라 편합니다 그러나 장시간 착용시 무릎발사는 어쩔수가 없네요,5,24.04.06
페이탈리즘,1159065,적당한 사이즈라 편합니다 그러나 장시간 착용시 무릎발사는 어쩔수가 없네요,5,24.04.06
페이탈리즘,1159065,두번째 구매 입니다 생쥐는 이 바지가 최고네요 늘어나지도 않고,5,24.04.04
페이탈리즘,1159065,첼시부츠랑 신을 스트레이트 핏 데님이 필요했는데 핏감이 너무 좋아요!,5,24.04.04
페이탈리즘,1159065,너무 만족스럽습니다 굿 데일리로 입어요~~~좋아요!,5,24.04.02
페이탈리즘,1159065,다른곳보다 배송이 너무빠르고 상품도 너무 좋습니다.,5,24.04.02
페이탈리즘,1159065,사이즈도 잘 맞고 무난하게 입기 좋습니다. 생지지만 두껍지 않아서 사계절 다 잘 입을 수 있을 것 같네요.,5,24.04.01
페이탈리즘,1159065,사이즈도 잘 맞고 무난하게 입기 좋습니다. 생지지만 두껍지 않아서 사계절 다 잘 입을 수 있을 것 같네요.,5,24.04.01
페이탈리즘,1159065,두번째 구매 입니다.<br>사이즈 잘 맞고<br>숏버전 너무너무 좋아요.,5,24.03.30
페이탈리즘,1159065,두번째 구매 입니다.<br>사이즈 잘 맞고<br>숏버전 너무너무 좋아요.,5,24.03.30
페이탈리즘,1159065,두번째 구매 입니다.<br>사이즈 잘 맞고<br>숏버전 너무너무 좋아요....더보기,5,24.03.30
페이탈리즘,1159065,사이즈 딱맞구 핏좋고 옷이쁘고 다맘에들어요 .<br>감사합니다.,5,24.03.29
페이탈리즘,1159065,사이즈 딱맞구 핏좋고 옷이쁘고 다맘에들어요 .<br>감사합니다.,5,24.03.29
페이탈리즘,1159065,두번째 구매 입니다.<br>사이즈 잘 맞고<br>숏버전 너무너무 좋아요....더보기,5,24.03.30
페이탈리즘,1159065,사이즈 딱맞구 핏좋고 옷이쁘고 다맘에들어요 .<br>감사합니다.,5,24.03.29
페이탈리즘,1159065,사이즈 딱맞구 핏좋고 옷이쁘고 다맘에들어요 .<br>감사합니다.,5,24.03.29
페이탈리즘,1159065,편하게 입기 좋은거 같아요. 사이즈도 잘맞네요. 잘입을게요,5,24.03.28
페이탈리즘,1159065,너무너무 이쁩니다. 선물용으로 구매 잘했습니다,5,24.03.25
페이탈리즘,1159065,제 다리가 짧아서 저래 보이지 바지와 핏은 매우 예쁩니다,5,24.03.25
페이탈리즘,1159065,밑위가 좀 길어 보이게 사진이 나왔는데 밑위 길이 적당하고요. 핏도 맘에 듭니다,5,24.03.25
페이탈리즘,1159065,웬만한 바지는 다 페이탈리즘에서 사요. 핏 맘에 들어요,5,24.03.25
페이탈리즘,1159065,받아보니 정말 이쁘고 만족해요 역시 돈이 좋긴좋아요,5,24.03.23
페이탈리즘,1159065,제가 산 청바지류 중에 핏이 가장 이쁘게 나왔어요. 신축성은 좀 뻣뻣해서 아쉽긴 했으나 핏이 이쁜게 더<br>중요하다고 생각해요. 물빠짐은 한번 세탁후에는 없었고 구입직후 바로 착용했을딴 좀 있었습니다. 학교 다닐때<br>자주 입고 있어요.,5,24.03.22
페이탈리즘,1159065,제가 산 청바지류 중에 핏이 가장 이쁘게 나왔어요. 신축성은 좀 뻣뻣해서 아쉽긴 했으나 핏이 이쁜게 더<br>중요하다고 생각해요. 물빠짐은 한번 세탁후에는 없었고 구입직후 바로 착용했을딴 좀 있었습니다. 학교 다닐때<br>자주 입고 있어요.,5,24.03.22
페이탈리즘,1159065,페이탈리즘 청바지 말해뭐합니까 항상 성공하네요,5,24.03.20
페이탈리즘,1159065,기장 짧은거로 주문 했는데 수선 안해도 되니까 확실히 편하고 좋네요 자주 입고다니고 있는데 두께가 조금 있어서<br>여름에는 입고 다니기 힘들 것 같아요!,5,24.03.19
페이탈리즘,1159065,받아보니 정말 이쁘고 만족해요 역시 돈이 좋긴좋아요,5,24.03.23
페이탈리즘,1159065,제가 산 청바지류 중에 핏이 가장 이쁘게 나왔어요. 신축성은 좀 뻣뻣해서 아쉽긴 했으나 핏이 이쁜게 더<br>중요하다고 생각해요. 물빠짐은 한번 세탁후에는 없었고 구입직후 바로 착용했을딴 좀 있었습니다. 학교 다닐때<br>자주 입고 있어요.,5,24.03.22
페이탈리즘,1159065,제가 산 청바지류 중에 핏이 가장 이쁘게 나왔어요. 신축성은 좀 뻣뻣해서 아쉽긴 했으나 핏이 이쁜게 더<br>중요하다고 생각해요. 물빠짐은 한번 세탁후에는 없었고 구입직후 바로 착용했을딴 좀 있었습니다. 학교 다닐때<br>자주 입고 있어요.,5,24.03.22
페이탈리즘,1159065,페이탈리즘 청바지 말해뭐합니까 항상 성공하네요,5,24.03.20
페이탈리즘,1159065,기장 짧은거로 주문 했는데 수선 안해도 되니까 확실히 편하고 좋네요 자주 입고다니고 있는데 두께가 조금 있어서<br>여름에는 입고 다니기 힘들 것 같아요!,5,24.03.19
페이탈리즘,1159065,여름에 입기에는 좀 더울 거 같은데 수선 안해도 되서 너무 좋아요,5,24.03.19
페이탈리즘,1159065,저번에 입고 다시 구매한 바지 입니다. 생지 이만한게 없는거 같네요 ㅋㅋ,5,24.03.19
페이탈리즘,1159065,"생지데님을 찾고 있었는데 사이즈, 색상, 핏 모든게<br>다 좋네요. 기장도 따로 수선이 필요없을 만큼 딱입니다.",5,24.03.19
페이탈리즘,1159065,제 스펙 기준 테이퍼드 정사이즈 핏 나옵니다. 기장은 한번 살짝 롤업해주면 딱 좋아요.,5,24.03.19
페이탈리즘,1159065,기장 수선 없이 딱 맞게 입을 수 있어서 너무 좋았고 색감도 원하던 청바지 색이었어요~ 빳빳한 느낌의 생지<br>청바지로 최고네요,5,24.03.18
페이탈리즘,1159065,제품 퀄리티 핏감 다 마음에 들어요 잘 입고 있습니다,5,24.03.18
페이탈리즘,1159065,허리는 좀 크고 기장은 좀짧고 가성비로비기엔 좋아요!,5,24.03.16
페이탈리즘,1159065,사이즈 잘 맞고 기장은 롤업하면 이쁠 거 같아요! 살짝 뻣뻣하긴 한데 입다보면 늘어날 거 같아요,5,24.03.15
페이탈리즘,1159065,사이즈 잘 맞고 기장은 롤업하면 이쁠 거 같아요! 살짝 뻣뻣하긴 한데 입다보면 늘어날 거 같아요,5,24.03.15
페이탈리즘,1159065,사이즈 잘 맞고 기장은 롤업하면 이쁠 거 같아요! 살짝 뻣뻣하긴 한데 입다보면 늘어날 거 같아요,5,24.03.15
페이탈리즘,1159065,허리는 좀 크고 기장은 좀짧고 가성비로비기엔 좋아요!,5,24.03.16
페이탈리즘,1159065,사이즈 잘 맞고 기장은 롤업하면 이쁠 거 같아요! 살짝 뻣뻣하긴 한데 입다보면 늘어날 거 같아요,5,24.03.15
페이탈리즘,1159065,사이즈 잘 맞고 기장은 롤업하면 이쁠 거 같아요! 살짝 뻣뻣하긴 한데 입다보면 늘어날 거 같아요,5,24.03.15
페이탈리즘,1159065,사이즈 잘 맞고 기장은 롤업하면 이쁠 거 같아요! 살짝 뻣뻣하긴 한데 입다보면 늘어날 거 같아요,5,24.03.15
페이탈리즘,1159065,바지 이쁘구 디자인 이쁘네요 핏더 이쁘고요 재구매의사 있어요,5,24.03.13
페이탈리즘,1159065,너무나 마음에 드는 바지라서 재구매 합니다 추천합니다,5,24.03.12
페이탈리즘,1159065,배송 빠르고 질도 괜찮고 기장도 좋아요 만족합니다,5,24.03.08
페이탈리즘,1159065,어느옷이든 잘어울리네요 통도넓고 편해요 이쁩니다,5,24.03.07
페이탈리즘,1159065,전체적으로 만족해요. 화면에서 보는 색이랑 비슷하고 재질도 괜찮습니다.,5,24.03.06
페이탈리즘,1159065,너무 만족하는 제품<br>두번째 구매핮니다<br>세일기간에 득템,5,24.03.05
페이탈리즘,1159065,기본템으로 하나 꼭 있어야하는 바지같아요<br>여러옷에 다 잘어울립니다,5,24.03.04
페이탈리즘,1159065,핏이 딱 생각했던 핏이라 예쁘고 좋습니다 사이즈도 잘맞아요,5,24.03.03
페이탈리즘,1159065,데님 색감이랑 핏이 엄청 만족스러워서 두번째 구매해서 입고있습니다 잘입을게요,5,24.02.29
페이탈리즘,1159065,데님 색감이랑 핏이 엄청 만족스러워서 두번째 구매해서 입고있습니다 잘입을게요,5,24.02.29
페이탈리즘,1159065,기본템으로 하나 꼭 있어야하는 바지같아요<br>여러옷에 다 잘어울립니다,5,24.03.04
페이탈리즘,1159065,핏이 딱 생각했던 핏이라 예쁘고 좋습니다 사이즈도 잘맞아요,5,24.03.03
페이탈리즘,1159065,데님 색감이랑 핏이 엄청 만족스러워서 두번째 구매해서 입고있습니다 잘입을게요,5,24.02.29
페이탈리즘,1159065,데님 색감이랑 핏이 엄청 만족스러워서 두번째 구매해서 입고있습니다 잘입을게요,5,24.02.29
페이탈리즘,1159065,데님 색감이랑 핏이 엄청 만족스러워서 두번째 구매해서 입고있습니다 잘입을게요,5,24.02.29
페이탈리즘,1159065,기본 생지로 샀는데 핏도 좋고 예뻐용 아주 만족합니다!,5,24.02.25
페이탈리즘,1159065,스판기는 없고 빳빳하지만 디자인 예뻐요. 생지 입문 기본 템으로 강추합니다.,5,24.02.23
페이탈리즘,1159065,스판기는 없고 빳빳하지만 디자인 예뻐요. 기본 생지 바지로 강추합니다.,5,24.02.23
페이탈리즘,1159065,스판기는 없고 빳빳하지만 디자인 예뻐요. 생지 입문으로 강추합니다.,5,24.02.23
페이탈리즘,1159065,핏도 예쁘고 색상도 실제로보니 더 예쁜거같습니다,5,24.02.22
페이탈리즘,1159065,페이탈리즘 청바지 처음 입어봤는데 촉감도 좋고 가성비 너무 좋게 잘 사서 너무 만족합니다! 사진은 제가 기장<br>수선 좀 하려고 안으로 말은거에요 ㅎ.,5,24.02.21
페이탈리즘,1159065,페이탈리즘 청바지 처음 입어봤는데 촉감도 좋고 가성비 너무 좋게 잘 사서 너무 만족합니다!,5,24.02.21
페이탈리즘,1159065,스타일하기좋고 색감좋습니다 뻣뻣하지만 질감좋음,5,24.02.20
페이탈리즘,1159065,페이탈리즘 바지 3개째 규매중인데 맘에 드네요<br>허벅지가 있는편라 너무 두껍지 않은갈 원했는데<br>약하지않을 정도로 튼튼한두께이나 너무 두껍지 않거 좋아요!...더보기,5,24.02.19
페이탈리즘,1159065,핏도 예쁘고 색상도 실제로보니 더 예쁜거같습니다,5,24.02.22
페이탈리즘,1159065,페이탈리즘 청바지 처음 입어봤는데 촉감도 좋고 가성비 너무 좋게 잘 사서 너무 만족합니다! 사진은 제가 기장<br>수선 좀 하려고 안으로 말은거에요 ㅎ.,5,24.02.21
페이탈리즘,1159065,페이탈리즘 청바지 처음 입어봤는데 촉감도 좋고 가성비 너무 좋게 잘 사서 너무 만족합니다!,5,24.02.21
페이탈리즘,1159065,스타일하기좋고 색감좋습니다 뻣뻣하지만 질감좋음,5,24.02.20
페이탈리즘,1159065,페이탈리즘 바지 3개째 규매중인데 맘에 드네요<br>허벅지가 있는편라 너무 두껍지 않은갈 원했는데<br>약하지않을 정도로 튼튼한두께이나 너무 두껍지 않거 좋아요!...더보기,5,24.02.19
페이탈리즘,1159065,막입기좋습니다 이염이조금있습니다만<br>가성비굳,5,24.02.16
페이탈리즘,1159065,색감오지고 모든컬러랑 매치 좋습니다 막입어도 좋음,5,24.02.16
페이탈리즘,1159065,싸이즈도 딱 맞고<br>원단도 고급스러워 매우만족 합니다,5,24.02.16
페이탈리즘,1159065,좋아요 마감처리 부분이 살짝 아쉽긴한데 자주 입을것 같아요,5,24.02.15
페이탈리즘,1159065,가성비로는 최고의 제품 다들 한번씩 경험 해보시면 좋겠어요,5,24.02.15
페이탈리즘,1159065,항상 애용하고 있는 브랜드입니다. 가성비로 너무 좋아요~!<br>사이즈도 좋고 재질도 좋고 매우 만족스럽습니다,5,24.02.11
페이탈리즘,1159065,여름빼고 다 입을 수 있을정도고 스티치 디테일도 이뻐서 만족합니다,5,24.02.09
페이탈리즘,1159065,타이트할 줄 알았는데 막상 입어보니 여유있고 편했어요 이 바지는 곱창지게 입지 않으려고 기장 수선했는데 핏도<br>잘 나오고 바지도 진짜 이뻐여 이 가격대면 진짜 강추입니다,5,24.02.09
페이탈리즘,1159065,핏도 이쁘고 좋네요 블레이저랑 같이 입으려고 샀는데 마음에 듭니다,5,24.02.08
페이탈리즘,1159065,여름빼고 다 입을 수 있을정도고 스티치 디테일도 이뻐서 만족합니다,5,24.02.09
페이탈리즘,1159065,타이트할 줄 알았는데 막상 입어보니 여유있고 편했어요 이 바지는 곱창지게 입지 않으려고 기장 수선했는데 핏도<br>잘 나오고 바지도 진짜 이뻐여 이 가격대면 진짜 강추입니다,5,24.02.09
